date,team,name,era,game_no
2012-04-07,KIA 타이거즈,서재응,4.50,1
2012-04-07,SK 와이번스,마리오,1.80,1
2012-04-07,한화 이글스,류현진,3.00,2
2012-04-07,롯데 자이언츠,송승준,1.69,2
2012-04-07,넥센 히어로즈,나이트,1.35,3
2012-04-07,두산 베어스,니퍼트,8.44,3
2012-04-07,LG 트윈스,주키치,1.50,4
2012-04-07,삼성 라이온즈,차우찬,13.50,4
2012-04-08,넥센 히어로즈,문성현,12.27,1
2012-04-08,두산 베어스,김선우,18.69,1
2012-04-08,KIA 타이거즈,앤서니,6.00,2
2012-04-08,SK 와이번스,윤희상,0.00,2
2012-04-08,한화 이글스,안승민,17.18,3
2012-04-08,롯데 자이언츠,사도스키,9.00,3
2012-04-08,LG 트윈스,이승우,0.00,4
2012-04-08,삼성 라이온즈,장원삼,3.68,4
2012-04-11,SK 와이번스,로페즈,1.42,1
2012-04-11,넥센 히어로즈,강윤구,5.40,1
2012-04-11,삼성 라이온즈,윤성환,0.00,2
2012-04-11,KIA 타이거즈,윤석민,0.00,2
2012-04-11,롯데 자이언츠,유먼,3.86,3
2012-04-11,LG 트윈스,임찬규,3.60,3
2012-04-11,두산 베어스,임태훈,0.00,4
2012-04-11,한화 이글스,양훈,9.53,4
2012-04-12,SK 와이번스,이영욱,6.75,1
2012-04-12,넥센 히어로즈,나이트,1.42,1
2012-04-12,삼성 라이온즈,탈보트,3.00,2
2012-04-12,KIA 타이거즈,박경태,19.29,2
2012-04-12,롯데 자이언츠,고원준,1.50,3
2012-04-12,LG 트윈스,김광삼,0.00,3
2012-04-12,두산 베어스,이용찬,9.64,4
2012-04-12,한화 이글스,박찬호,2.84,4
2012-04-13,KIA 타이거즈,서재응,3.27,1
2012-04-13,LG 트윈스,주키치,4.26,1
2012-04-13,한화 이글스,류현진,1.29,2
2012-04-13,SK 와이번스,마리오,0.75,2
2012-04-13,두산 베어스,니퍼트,3.77,3
2012-04-13,롯데 자이언츠,송승준,3.86,3
2012-04-13,넥센 히어로즈,밴헤켄,2.84,4
2012-04-13,삼성 라이온즈,고든,0.00,4
2012-04-14,KIA 타이거즈,앤서니,6.55,1
2012-04-14,LG 트윈스,이대진,13.50,1
2012-04-14,한화 이글스,안승민,8.00,2
2012-04-14,SK 와이번스,윤희상,0.00,2
2012-04-14,두산 베어스,김선우,7.84,3
2012-04-14,롯데 자이언츠,사도스키,5.00,3
2012-04-14,넥센 히어로즈,문성현,7.84,4
2012-04-14,삼성 라이온즈,배영수,0.00,4
2012-04-15,KIA 타이거즈,김진우,3.60,1
2012-04-15,LG 트윈스,정재복,3.60,1
2012-04-15,한화 이글스,배스,54.00,2
2012-04-15,SK 와이번스,임치영,2.57,2
2012-04-15,두산 베어스,김승회,5.79,3
2012-04-15,롯데 자이언츠,이용훈,0.00,3
2012-04-15,넥센 히어로즈,심수창,5.40,4
2012-04-15,삼성 라이온즈,차우찬,14.14,4
2012-04-17,KIA 타이거즈,윤석민,0.53,1
2012-04-17,넥센 히어로즈,강윤구,4.26,1
2012-04-17,삼성 라이온즈,장원삼,11.88,2
2012-04-17,두산 베어스,임태훈,0.00,2
2012-04-17,SK 와이번스,이영욱,5.79,3
2012-04-17,롯데 자이언츠,유먼,1.88,3
2012-04-17,LG 트윈스,임찬규,9.00,4
2012-04-17,한화 이글스,양훈,11.17,4
2012-04-18,KIA 타이거즈,박경태,12.79,1
2012-04-18,넥센 히어로즈,나이트,1.37,1
2012-04-18,삼성 라이온즈,윤성환,2.84,2
2012-04-18,두산 베어스,이용찬,4.22,2
2012-04-18,SK 와이번스,마리오,1.53,3
2012-04-18,롯데 자이언츠,고원준,2.38,3
2012-04-18,LG 트윈스,김광삼,0.82,4
2012-04-18,한화 이글스,박찬호,3.55,4
2012-04-19,KIA 타이거즈,서재응,2.50,1
2012-04-19,넥센 히어로즈,밴헤켄,2.19,1
2012-04-19,삼성 라이온즈,탈보트,7.00,2
2012-04-19,두산 베어스,니퍼트,3.38,2
2012-04-19,SK 와이번스,박종훈,40.50,3
2012-04-19,롯데 자이언츠,송승준,3.93,3
2012-04-19,LG 트윈스,이승우,0.00,4
2012-04-19,한화 이글스,류현진,1.17,4
2012-04-20,롯데 자이언츠,사도스키,6.75,1
2012-04-20,KIA 타이거즈,앤서니,8.36,1
2012-04-20,두산 베어스,김선우,7.04,2
2012-04-20,넥센 히어로즈,문성현,6.23,2
2012-04-20,SK 와이번스,윤희상,1.86,3
2012-04-20,LG 트윈스,주키치,3.26,3
2012-04-20,삼성 라이온즈,고든,2.19,4
2012-04-20,한화 이글스,안승민,9.75,4
2012-04-22,삼성 라이온즈,배영수,2.19,1
2012-04-22,한화 이글스,양훈,9.20,1
2012-04-24,한화 이글스,박찬호,3.24,1
2012-04-24,KIA 타이거즈,윤석민,2.45,1
2012-04-24,넥센 히어로즈,나이트,2.10,2
2012-04-24,LG 트윈스,정재복,4.00,2
2012-04-24,두산 베어스,임태훈,0.53,3
2012-04-24,SK 와이번스,마리오,1.37,3
2012-04-24,롯데 자이언츠,유먼,2.21,4
2012-04-24,삼성 라이온즈,윤성환,1.93,4
2012-04-26,한화 이글스,류현진,0.90,1
2012-04-26,KIA 타이거즈,김진우,4.66,1
2012-04-26,넥센 히어로즈,강윤구,5.82,2
2012-04-26,LG 트윈스,주키치,2.39,2
2012-04-26,두산 베어스,니퍼트,2.54,3
2012-04-26,SK 와이번스,윤희상,3.04,3
2012-04-26,롯데 자이언츠,고원준,4.96,4
2012-04-26,삼성 라이온즈,탈보트,6.28,4
2012-04-27,KIA 타이거즈,서재응,2.55,1
2012-04-27,두산 베어스,이용찬,2.55,1
2012-04-27,삼성 라이온즈,차우찬,10.29,2
2012-04-27,SK 와이번스,로페즈,3.38,2
2012-04-27,LG 트윈스,김광삼,3.86,3
2012-04-27,롯데 자이언츠,송승준,5.82,3
2012-04-27,넥센 히어로즈,밴헤켄,3.50,4
2012-04-27,한화 이글스,안승민,11.20,4
2012-04-28,KIA 타이거즈,앤서니,7.91,1
2012-04-28,두산 베어스,김선우,6.75,1
2012-04-28,삼성 라이온즈,고든,4.41,2
2012-04-28,SK 와이번스,송은범,5.40,2
2012-04-28,LG 트윈스,이승우,1.65,3
2012-04-28,롯데 자이언츠,사도스키,6.05,3
2012-04-28,넥센 히어로즈,문성현,6.04,4
2012-04-28,한화 이글스,양훈,6.97,4
2012-04-29,KIA 타이거즈,윤석민,2.60,1
2012-04-29,두산 베어스,김승회,4.63,1
2012-04-29,삼성 라이온즈,배영수,2.66,2
2012-04-29,SK 와이번스,임치영,4.00,2
