date,team,name,era,game_no
2021-04-03,삼성 라이온즈,뷰캐넌,6.35,1
2021-04-03,키움 히어로즈,요키시,1.29,1
2021-04-04,KIA 타이거즈,브룩스,2.45,1
2021-04-04,두산 베어스,로켓,1.59,1
2021-04-04,롯데 자이언츠,스트레일리,4.50,2
2021-04-04,SSG 랜더스,르위키,3.00,2
2021-04-04,LG 트윈스,켈리,1.80,3
2021-04-04,NC 다이노스,루친스키,1.80,3
2021-04-04,한화 이글스,김민우,3.60,4
2021-04-04,KT 위즈,소형준,3.18,4
2021-04-04,삼성 라이온즈,라이블리,11.57,5
2021-04-04,키움 히어로즈,안우진,3.00,5
2021-04-06,삼성 라이온즈,백정현,6.75,1
2021-04-06,두산 베어스,최원준,2.08,1
2021-04-06,한화 이글스,카펜터,1.69,2
2021-04-06,SSG 랜더스,박종훈,1.29,2
2021-04-06,롯데 자이언츠,프랑코,5.40,3
2021-04-06,NC 다이노스,송명기,3.86,3
2021-04-06,LG 트윈스,수아레즈,0.00,4
2021-04-06,KT 위즈,데스파이네,2.57,4
2021-04-06,KIA 타이거즈,멩덴,4.76,5
2021-04-06,키움 히어로즈,최원태,3.00,5
2021-04-07,삼성 라이온즈,원태인,1.80,1
2021-04-07,두산 베어스,미란다,0.00,1
2021-04-07,한화 이글스,김도현,0.00,2
2021-04-07,SSG 랜더스,폰트,18.00,2
2021-04-07,롯데 자이언츠,박세웅,6.35,3
2021-04-07,NC 다이노스,이재학,14.73,3
2021-04-07,LG 트윈스,정찬헌,0.00,4
2021-04-07,KT 위즈,고영표,1.50,4
2021-04-07,KIA 타이거즈,김현수,10.80,5
2021-04-07,키움 히어로즈,스미스,15.00,5
2021-04-08,삼성 라이온즈,이승민,0.00,1
2021-04-08,두산 베어스,이영하,6.35,1
2021-04-08,한화 이글스,킹험,7.36,2
2021-04-08,SSG 랜더스,문승원,1.80,2
2021-04-08,롯데 자이언츠,이승헌,8.10,3
2021-04-08,NC 다이노스,김영규,10.13,3
2021-04-08,LG 트윈스,이상영,0.00,4
2021-04-08,KT 위즈,배제성,10.38,4
2021-04-08,KIA 타이거즈,이의리,3.18,5
2021-04-08,키움 히어로즈,김정인,1.80,5
2021-04-09,두산 베어스,유희관,11.57,1
2021-04-09,한화 이글스,김민우,1.64,1
2021-04-09,SSG 랜더스,이건욱,15.00,2
2021-04-09,LG 트윈스,함덕주,6.23,2
2021-04-09,키움 히어로즈,요키시,0.64,3
2021-04-09,롯데 자이언츠,김진욱,10.80,3
2021-04-09,KT 위즈,김민수,2.84,4
2021-04-09,삼성 라이온즈,뷰캐넌,3.09,4
2021-04-09,NC 다이노스,신민혁,1.50,5
2021-04-09,KIA 타이거즈,브룩스,6.94,5
2021-04-10,SSG 랜더스,르위키,3.00,1
2021-04-10,LG 트윈스,켈리,2.70,1
