date,season,home_team,away_team,home_runs,away_runs
2019-03-23,2019,SK,KT,7,4
2019-03-23,2019,KIA,LG,0,2
2019-03-23,2019,NC,삼성,7,0
2019-03-23,2019,롯데,키움,4,7
2019-03-23,2019,두산,한화,5,4
2019-03-24,2019,SK,KT,6,3
2019-03-24,2019,KIA,LG,3,9
2019-03-24,2019,NC,삼성,3,4
2019-03-24,2019,롯데,키움,6,2
2019-03-24,2019,두산,한화,1,11
2019-03-26,2019,NC,KT,9,8
2019-03-26,2019,SK,LG,3,6
2019-03-26,2019,롯데,삼성,7,2
2019-03-26,2019,두산,키움,7,2
2019-03-26,2019,KIA,한화,7,13
2019-03-27,2019,NC,KT,4,1
2019-03-27,2019,SK,LG,2,1
2019-03-27,2019,롯데,삼성,4,23
2019-03-27,2019,두산,키움,3,2
2019-03-27,2019,KIA,한화,9,4
2019-03-28,2019,NC,KT,6,2
2019-03-28,2019,SK,LG,3,1
2019-03-28,2019,롯데,삼성,7,12
2019-03-28,2019,두산,키움,4,5
2019-03-28,2019,KIA,한화,6,4
2019-03-29,2019,KT,KIA,6,3
2019-03-29,2019,한화,NC,9,0
2019-03-29,2019,키움,SK,2,5
2019-03-29,2019,삼성,두산,2,3
2019-03-29,2019,LG,롯데,2,1
2019-03-30,2019,KT,KIA,6,2
2019-03-30,2019,한화,NC,13,5
2019-03-30,2019,키움,SK,3,1
2019-03-30,2019,삼성,두산,2,4
2019-03-30,2019,LG,롯데,1,7
2019-03-31,2019,KT,KIA,2,4
2019-03-31,2019,한화,NC,3,6
2019-03-31,2019,키움,SK,7,8
2019-03-31,2019,삼성,두산,4,9
2019-03-31,2019,LG,롯데,6,5
2019-04-02,2019,삼성,KIA,1,4
2019-04-02,2019,두산,KT,9,0
2019-04-02,2019,한화,LG,6,2
2019-04-02,2019,SK,롯데,0,5
2019-04-02,2019,NC,키움,6,8
2019-04-03,2019,삼성,KIA,6,3
2019-04-03,2019,두산,KT,5,1
2019-04-03,2019,한화,LG,0,7
2019-04-03,2019,SK,롯데,1,3
2019-04-03,2019,NC,키움,9,1
2019-04-04,2019,삼성,KIA,12,7
2019-04-04,2019,두산,KT,5,4
2019-04-04,2019,한화,LG,2,1
2019-04-04,2019,SK,롯데,7,6
2019-04-04,2019,NC,키움,5,6
2019-04-05,2019,KT,LG,0,13
2019-04-05,2019,두산,NC,3,7
2019-04-05,2019,SK,삼성,3,0
2019-04-05,2019,KIA,키움,6,4
2019-04-05,2019,롯데,한화,5,2
2019-04-06,2019,KT,LG,2,1
2019-04-06,2019,두산,NC,5,6
2019-04-06,2019,SK,삼성,2,1
2019-04-06,2019,KIA,키움,4,14
2019-04-06,2019,롯데,한화,9,7
2019-04-07,2019,KT,LG,4,3
2019-04-07,2019,두산,NC,3,5
2019-04-07,2019,SK,삼성,3,2
2019-04-07,2019,롯데,한화,1,16
2019-04-09,2019,키움,KT,7,3
2019-04-10,2019,키움,KT,4,2
2019-04-10,2019,KIA,NC,2,1
2019-04-10,2019,한화,SK,3,8
2019-04-10,2019,롯데,두산,1,3
2019-04-10,2019,LG,삼성,5,6
2019-04-11,2019,키움,KT,1,8
2019-04-11,2019,KIA,NC,2,4
2019-04-11,2019,한화,SK,0,1
2019-04-11,2019,롯데,두산,1,5
2019-04-11,2019,LG,삼성,5,2
2019-04-12,2019,SK,KIA,4,4
2019-04-12,2019,삼성,KT,5,0
2019-04-12,2019,LG,두산,3,0
2019-04-12,2019,NC,롯데,2,1
2019-04-12,2019,키움,한화,5,3
2019-04-13,2019,SK,KIA,4,6
2019-04-13,2019,삼성,KT,3,5
2019-04-13,2019,LG,두산,5,2
2019-04-13,2019,NC,롯데,7,5
2019-04-13,2019,키움,한화,5,3
2019-04-14,2019,SK,KIA,2,4
2019-04-14,2019,삼성,KT,14,12
2019-04-14,2019,LG,두산,0,8
2019-04-14,2019,NC,롯데,8,1
2019-04-14,2019,키움,한화,2,3
2019-04-16,2019,롯데,KIA,10,9
2019-04-16,2019,NC,LG,2,7
2019-04-16,2019,두산,SK,8,3
2019-04-16,2019,삼성,키움,0,4
2019-04-16,2019,KT,한화,4,2
2019-04-17,2019,롯데,KIA,8,6
2019-04-17,2019,NC,LG,2,4
2019-04-17,2019,두산,SK,12,3
2019-04-17,2019,삼성,키움,3,5
2019-04-17,2019,KT,한화,5,8
2019-04-18,2019,롯데,KIA,10,9
2019-04-18,2019,NC,LG,1,6
2019-04-18,2019,두산,SK,3,4
2019-04-18,2019,삼성,키움,5,4
2019-04-18,2019,KT,한화,6,5
2019-04-19,2019,롯데,KT,5,6
2019-04-19,2019,SK,NC,11,14
2019-04-19,2019,KIA,두산,6,8
2019-04-19,2019,한화,삼성,4,3
2019-04-19,2019,LG,키움,3,13
2019-04-20,2019,롯데,KT,5,4
2019-04-20,2019,SK,NC,10,4
2019-04-20,2019,KIA,두산,1,10
2019-04-20,2019,한화,삼성,12,5
2019-04-20,2019,LG,키움,3,7
2019-04-21,2019,롯데,KT,3,6
2019-04-21,2019,SK,NC,4,1
2019-04-21,2019,KIA,두산,2,9
2019-04-21,2019,한화,삼성,0,16
2019-04-21,2019,LG,키움,5,3
2019-04-23,2019,LG,KIA,9,2
2019-04-23,2019,KT,NC,3,4
2019-04-23,2019,키움,두산,3,9
2019-04-24,2019,LG,KIA,10,3
2019-04-24,2019,KT,NC,2,10
2019-04-24,2019,삼성,SK,8,9
2019-04-24,2019,키움,두산,8,3
2019-04-24,2019,한화,롯데,5,4
2019-04-25,2019,삼성,SK,3,4
2019-04-25,2019,키움,두산,9,6
2019-04-26,2019,키움,KIA,8,4
2019-04-26,2019,KT,SK,0,2
2019-04-26,2019,두산,롯데,11,8
2019-04-27,2019,키움,KIA,4,6
2019-04-27,2019,삼성,LG,0,8
2019-04-27,2019,KT,SK,1,2
2019-04-27,2019,두산,롯데,7,0
2019-04-27,2019,NC,한화,15,1
2019-04-28,2019,키움,KIA,13,5
2019-04-28,2019,삼성,LG,1,2
2019-04-28,2019,KT,SK,0,3
2019-04-28,2019,두산,롯데,9,2
2019-04-28,2019,NC,한화,10,4
2019-04-30,2019,LG,KT,10,9
2019-04-30,2019,롯데,NC,6,1
2019-04-30,2019,한화,두산,2,1
2019-04-30,2019,KIA,삼성,8,0
2019-04-30,2019,SK,키움,5,15
2019-05-01,2019,LG,KT,3,2
2019-05-01,2019,롯데,NC,5,9
2019-05-01,2019,한화,두산,4,1
2019-05-01,2019,KIA,삼성,2,10
2019-05-01,2019,SK,키움,2,0
2019-05-02,2019,LG,KT,5,4
2019-05-02,2019,롯데,NC,6,7
2019-05-02,2019,한화,두산,4,5
2019-05-02,2019,KIA,삼성,8,1
2019-05-02,2019,SK,키움,8,10
2019-05-03,2019,NC,KIA,4,8
2019-05-03,2019,한화,KT,4,5
2019-05-03,2019,두산,LG,7,2
2019-05-03,2019,롯데,SK,7,11
2019-05-03,2019,키움,삼성,8,3
2019-05-04,2019,NC,KIA,4,1
2019-05-04,2019,한화,KT,10,9
2019-05-04,2019,두산,LG,3,2
2019-05-04,2019,롯데,SK,4,10
2019-05-04,2019,키움,삼성,1,3
2019-05-05,2019,NC,KIA,10,3
2019-05-05,2019,한화,KT,6,4
2019-05-05,2019,두산,LG,11,2
2019-05-05,2019,롯데,SK,3,4
2019-05-05,2019,키움,삼성,12,2
2019-05-07,2019,두산,KIA,4,3
2019-05-07,2019,키움,LG,10,12
2019-05-07,2019,삼성,NC,6,3
2019-05-07,2019,KT,롯데,7,2
2019-05-07,2019,SK,한화,11,2
2019-05-08,2019,두산,KIA,1,0
2019-05-08,2019,키움,LG,6,0
2019-05-08,2019,삼성,NC,2,0
2019-05-08,2019,KT,롯데,5,4
2019-05-08,2019,SK,한화,17,2
2019-05-09,2019,두산,KIA,3,5
2019-05-09,2019,키움,LG,2,1
2019-05-09,2019,삼성,NC,6,4
2019-05-09,2019,KT,롯데,6,13
2019-05-09,2019,SK,한화,1,6
2019-05-10,2019,KIA,SK,1,4
2019-05-10,2019,NC,두산,12,11
2019-05-10,2019,삼성,롯데,5,12
2019-05-10,2019,KT,키움,7,6
2019-05-10,2019,LG,한화,2,5
2019-05-11,2019,KIA,SK,3,10
2019-05-11,2019,NC,두산,0,12
2019-05-11,2019,삼성,롯데,9,2
2019-05-11,2019,KT,키움,2,6
2019-05-11,2019,LG,한화,6,4
2019-05-12,2019,KIA,SK,3,4
2019-05-12,2019,NC,두산,2,3
2019-05-12,2019,삼성,롯데,9,10
2019-05-12,2019,KT,키움,9,3
2019-05-12,2019,LG,한화,2,0
2019-05-14,2019,KIA,KT,1,6
2019-05-14,2019,롯데,LG,4,0
2019-05-14,2019,NC,SK,8,2
2019-05-14,2019,두산,삼성,3,4
2019-05-14,2019,한화,키움,7,3
2019-05-15,2019,KIA,KT,4,7
2019-05-15,2019,롯데,LG,8,4
2019-05-15,2019,NC,SK,3,7
2019-05-15,2019,두산,삼성,3,1
2019-05-15,2019,한화,키움,5,4
2019-05-16,2019,KIA,KT,3,6
2019-05-16,2019,롯데,LG,2,3
2019-05-16,2019,NC,SK,5,2
2019-05-16,2019,두산,삼성,4,1
2019-05-16,2019,한화,키움,15,6
2019-05-17,2019,한화,KIA,2,5
2019-05-17,2019,LG,NC,2,13
2019-05-17,2019,SK,두산,1,3
2019-05-17,2019,키움,롯데,7,0
2019-05-17,2019,KT,삼성,3,14
2019-05-18,2019,한화,KIA,5,2
2019-05-18,2019,LG,NC,3,9
2019-05-18,2019,SK,두산,5,10
2019-05-18,2019,키움,롯데,13,1
2019-05-18,2019,KT,삼성,2,0
2019-05-19,2019,한화,KIA,0,5
2019-05-19,2019,키움,롯데,9,3
2019-05-21,2019,키움,NC,1,3
2019-05-21,2019,LG,SK,2,4
2019-05-21,2019,KT,두산,12,7
2019-05-21,2019,KIA,롯데,10,6
2019-05-21,2019,삼성,한화,9,3
2019-05-22,2019,키움,NC,4,2
2019-05-22,2019,LG,SK,0,2
2019-05-22,2019,KT,두산,3,1
2019-05-22,2019,KIA,롯데,6,5
2019-05-22,2019,삼성,한화,6,5
2019-05-23,2019,키움,NC,2,4
2019-05-23,2019,LG,SK,2,1
2019-05-23,2019,KT,두산,3,2
2019-05-23,2019,KIA,롯데,3,1
2019-05-23,2019,삼성,한화,2,1
2019-05-24,2019,KIA,KT,7,5
2019-05-24,2019,롯데,LG,8,5
2019-05-24,2019,NC,SK,2,4
2019-05-24,2019,삼성,키움,5,10
2019-05-24,2019,두산,한화,3,4
2019-05-25,2019,KIA,KT,10,3
2019-05-25,2019,롯데,LG,5,6
2019-05-25,2019,NC,SK,10,7
2019-05-25,2019,삼성,키움,10,9
2019-05-25,2019,두산,한화,7,4
2019-05-26,2019,KIA,KT,17,5
2019-05-26,2019,롯데,LG,2,11
2019-05-26,2019,NC,SK,1,2
