date,season,home_team,away_team,home_runs,away_runs
2022-04-02,2022,KIA,LG,0,9
2022-04-02,2022,NC,SSG,0,4
2022-04-02,2022,키움,롯데,2,7
2022-04-02,2022,KT,삼성,4,1
2022-04-02,2022,두산,한화,6,4
2022-04-03,2022,KIA,LG,2,3
2022-04-03,2022,NC,SSG,1,4
2022-04-03,2022,키움,롯데,4,3
2022-04-03,2022,KT,삼성,5,6
2022-04-03,2022,두산,한화,1,0
2022-04-05,2022,키움,LG,4,8
2022-04-05,2022,KT,SSG,5,8
2022-04-05,2022,NC,롯데,1,5
2022-04-05,2022,두산,삼성,5,6
2022-04-05,2022,KIA,한화,4,3
2022-04-06,2022,키움,LG,1,2
2022-04-06,2022,KT,SSG,0,3
2022-04-06,2022,NC,롯데,5,0
2022-04-06,2022,두산,삼성,1,7
2022-04-06,2022,KIA,한화,7,4
2022-04-07,2022,키움,LG,0,6
2022-04-07,2022,KT,SSG,3,4
2022-04-07,2022,NC,롯데,1,2
2022-04-07,2022,두산,삼성,6,5
2022-04-07,2022,KIA,한화,6,2
2022-04-08,2022,SSG,KIA,3,0
2022-04-08,2022,한화,KT,2,4
2022-04-08,2022,LG,NC,1,4
2022-04-08,2022,롯데,두산,1,6
2022-04-08,2022,삼성,키움,0,1
2022-04-09,2022,SSG,KIA,9,5
2022-04-09,2022,한화,KT,7,1
2022-04-09,2022,LG,NC,7,6
2022-04-09,2022,롯데,두산,5,4
2022-04-09,2022,삼성,키움,0,3
2022-04-10,2022,SSG,KIA,11,2
2022-04-10,2022,한화,KT,6,4
2022-04-10,2022,LG,NC,5,3
2022-04-10,2022,롯데,두산,3,4
2022-04-10,2022,삼성,키움,5,6
2022-04-12,2022,키움,NC,10,0
2022-04-12,2022,LG,SSG,1,4
2022-04-12,2022,KT,두산,1,3
2022-04-12,2022,KIA,롯데,6,5
2022-04-12,2022,삼성,한화,2,0
2022-04-13,2022,키움,NC,5,4
2022-04-13,2022,LG,SSG,2,4
2022-04-13,2022,삼성,한화,12,1
2022-04-14,2022,키움,NC,1,0
2022-04-14,2022,LG,SSG,5,1
2022-04-14,2022,KT,두산,4,5
2022-04-14,2022,KIA,롯데,2,3
2022-04-14,2022,삼성,한화,8,3
2022-04-15,2022,NC,KIA,5,0
2022-04-15,2022,롯데,KT,9,7
2022-04-15,2022,한화,LG,7,3
2022-04-15,2022,SSG,삼성,5,0
2022-04-15,2022,두산,키움,2,4
2022-04-16,2022,NC,KIA,0,14
2022-04-16,2022,롯데,KT,0,8
2022-04-16,2022,한화,LG,2,6
2022-04-16,2022,SSG,삼성,6,2
2022-04-16,2022,두산,키움,4,1
2022-04-17,2022,NC,KIA,3,4
2022-04-17,2022,롯데,KT,3,0
2022-04-17,2022,한화,LG,7,8
2022-04-17,2022,SSG,삼성,7,5
2022-04-17,2022,두산,키움,2,6
2022-04-19,2022,LG,KT,0,5
2022-04-19,2022,KIA,두산,6,3
2022-04-19,2022,NC,삼성,11,8
2022-04-19,2022,SSG,키움,5,8
2022-04-19,2022,롯데,한화,2,6
2022-04-20,2022,LG,KT,3,5
2022-04-20,2022,KIA,두산,3,4
2022-04-20,2022,NC,삼성,3,0
2022-04-20,2022,SSG,키움,6,1
2022-04-20,2022,롯데,한화,7,0
2022-04-21,2022,LG,KT,2,6
2022-04-21,2022,KIA,두산,1,2
2022-04-21,2022,NC,삼성,3,10
2022-04-21,2022,SSG,키움,4,2
2022-04-21,2022,롯데,한화,6,7
2022-04-22,2022,키움,KIA,4,5
2022-04-22,2022,두산,LG,1,5
2022-04-22,2022,KT,NC,4,3
2022-04-22,2022,한화,SSG,2,0
2022-04-22,2022,삼성,롯데,2,8
2022-04-23,2022,키움,KIA,3,1
2022-04-23,2022,두산,LG,4,2
2022-04-23,2022,KT,NC,4,3
2022-04-23,2022,한화,SSG,9,2
2022-04-23,2022,삼성,롯데,2,4
2022-04-24,2022,키움,KIA,2,14
2022-04-24,2022,두산,LG,0,5
2022-04-24,2022,KT,NC,1,2
2022-04-24,2022,한화,SSG,1,3
2022-04-24,2022,삼성,롯데,4,7
2022-04-26,2022,KT,KIA,5,10
2022-04-26,2022,삼성,LG,7,4
2022-04-26,2022,두산,NC,8,4
2022-04-26,2022,롯데,SSG,1,8
2022-04-26,2022,한화,키움,5,2
2022-04-27,2022,KT,KIA,3,1
2022-04-27,2022,삼성,LG,0,7
2022-04-27,2022,두산,NC,6,5
2022-04-27,2022,롯데,SSG,1,1
2022-04-27,2022,한화,키움,0,7
2022-04-28,2022,KT,KIA,5,3
2022-04-28,2022,삼성,LG,4,6
2022-04-28,2022,두산,NC,5,9
2022-04-28,2022,롯데,SSG,4,1
2022-04-28,2022,한화,키움,1,3
2022-04-29,2022,키움,KT,4,6
2022-04-29,2022,SSG,두산,8,7
2022-04-29,2022,LG,롯데,4,9
2022-04-29,2022,KIA,삼성,3,4
2022-04-29,2022,NC,한화,9,4
2022-04-30,2022,키움,KT,4,1
2022-04-30,2022,SSG,두산,2,1
2022-04-30,2022,LG,롯데,1,3
2022-04-30,2022,KIA,삼성,4,5
2022-04-30,2022,NC,한화,0,2
2022-05-01,2022,키움,KT,9,3
2022-05-01,2022,SSG,두산,0,9
2022-05-01,2022,LG,롯데,0,4
2022-05-01,2022,KIA,삼성,3,6
2022-05-01,2022,NC,한화,1,2
2022-05-03,2022,삼성,NC,6,10
2022-05-03,2022,LG,두산,4,3
2022-05-03,2022,KT,롯데,10,5
2022-05-03,2022,KIA,키움,1,7
2022-05-03,2022,SSG,한화,4,2
