date,season,home_team,away_team,home_runs,away_runs
2024-03-23,2024,NC,두산,4,3
2024-03-23,2024,SSG,롯데,5,3
2024-03-23,2024,KT,삼성,2,6
2024-03-23,2024,KIA,키움,7,5
2024-03-23,2024,LG,한화,8,2
2024-03-24,2024,NC,두산,3,6
2024-03-24,2024,SSG,롯데,7,6
2024-03-24,2024,KT,삼성,8,11
2024-03-24,2024,LG,한화,4,8
2024-03-26,2024,KT,두산,5,8
2024-03-26,2024,KIA,롯데,2,1
2024-03-26,2024,LG,삼성,4,3
2024-03-26,2024,NC,키움,10,5
2024-03-26,2024,SSG,한화,0,6
2024-03-27,2024,KT,두산,8,11
2024-03-27,2024,KIA,롯데,8,2
2024-03-27,2024,LG,삼성,2,2
2024-03-27,2024,NC,키움,6,2
2024-03-27,2024,SSG,한화,1,3
2024-03-28,2024,KT,두산,8,7
2024-03-28,2024,LG,삼성,18,1
2024-03-28,2024,SSG,한화,6,10
2024-03-29,2024,두산,KIA,2,4
2024-03-29,2024,한화,KT,3,2
2024-03-29,2024,키움,LG,0,3
2024-03-29,2024,롯데,NC,3,1
2024-03-29,2024,삼성,SSG,4,6
2024-03-30,2024,두산,KIA,8,0
2024-03-30,2024,한화,KT,8,5
2024-03-30,2024,키움,LG,8,3
2024-03-30,2024,롯데,NC,0,8
2024-03-30,2024,삼성,SSG,6,9
2024-03-31,2024,두산,KIA,3,9
2024-03-31,2024,한화,KT,14,3
2024-03-31,2024,키움,LG,8,4
2024-03-31,2024,롯데,NC,7,8
2024-03-31,2024,삼성,SSG,3,4
2024-04-02,2024,KT,KIA,10,6
2024-04-02,2024,LG,NC,5,7
2024-04-02,2024,SSG,두산,13,6
2024-04-02,2024,한화,롯데,0,1
2024-04-02,2024,삼성,키움,3,8
2024-04-03,2024,KT,KIA,1,5
2024-04-03,2024,LG,NC,5,0
2024-04-03,2024,SSG,두산,5,3
2024-04-04,2024,KT,KIA,3,6
2024-04-04,2024,LG,NC,8,7
2024-04-04,2024,SSG,두산,3,2
2024-04-04,2024,한화,롯데,6,5
2024-04-04,2024,삼성,키움,1,10
2024-04-05,2024,LG,KT,7,8
2024-04-05,2024,NC,SSG,5,0
2024-04-05,2024,롯데,두산,3,4
2024-04-05,2024,KIA,삼성,5,2
2024-04-05,2024,키움,한화,11,7
2024-04-06,2024,LG,KT,8,4
2024-04-06,2024,NC,SSG,16,3
2024-04-06,2024,롯데,두산,8,1
2024-04-06,2024,KIA,삼성,4,7
2024-04-06,2024,키움,한화,7,6
2024-04-07,2024,LG,KT,16,7
2024-04-07,2024,NC,SSG,10,1
2024-04-07,2024,롯데,두산,7,6
2024-04-07,2024,KIA,삼성,3,7
2024-04-07,2024,키움,한화,4,3
2024-04-09,2024,NC,KT,1,6
2024-04-09,2024,KIA,LG,7,2
2024-04-09,2024,롯데,삼성,1,8
2024-04-09,2024,SSG,키움,8,5
2024-04-09,2024,두산,한화,5,3
2024-04-10,2024,NC,KT,3,2
2024-04-10,2024,KIA,LG,5,4
2024-04-10,2024,롯데,삼성,7,10
2024-04-10,2024,SSG,키움,8,4
2024-04-10,2024,두산,한화,7,4
2024-04-11,2024,NC,KT,8,7
2024-04-11,2024,KIA,LG,8,4
2024-04-11,2024,롯데,삼성,0,4
2024-04-11,2024,SSG,키움,2,5
2024-04-11,2024,두산,한화,0,3
2024-04-12,2024,한화,KIA,4,8
2024-04-12,2024,두산,LG,1,2
2024-04-12,2024,삼성,NC,3,8
2024-04-12,2024,KT,SSG,8,3
2024-04-12,2024,키움,롯데,9,4
2024-04-13,2024,한화,KIA,9,11
2024-04-13,2024,두산,LG,5,2
2024-04-13,2024,삼성,NC,3,4
2024-04-13,2024,KT,SSG,8,11
2024-04-13,2024,키움,롯데,8,1
2024-04-14,2024,한화,KIA,2,5
