date,season,home_team,away_team,home_runs,away_runs
2008-03-29,2008,삼성,KIA,4,3
2008-03-29,2008,SK,LG,5,4
2008-03-29,2008,한화,롯데,1,11
2008-03-30,2008,삼성,KIA,3,0
2008-03-30,2008,SK,LG,1,3
2008-03-30,2008,한화,롯데,8,9
2008-03-30,2008,두산,우리,4,1
2008-04-01,2008,롯데,SK,8,4
2008-04-01,2008,KIA,두산,0,3
2008-04-01,2008,LG,삼성,2,6
2008-04-01,2008,우리,한화,6,5
2008-04-02,2008,롯데,SK,6,2
2008-04-02,2008,KIA,두산,6,2
2008-04-02,2008,LG,삼성,4,5
2008-04-02,2008,우리,한화,5,4
2008-04-03,2008,롯데,SK,0,5
2008-04-03,2008,KIA,두산,6,3
2008-04-03,2008,LG,삼성,2,7
2008-04-03,2008,우리,한화,5,2
2008-04-04,2008,한화,KIA,4,1
2008-04-04,2008,SK,두산,6,2
2008-04-04,2008,LG,롯데,4,6
2008-04-04,2008,삼성,우리,1,3
2008-04-05,2008,한화,KIA,4,9
2008-04-05,2008,SK,두산,5,1
2008-04-05,2008,LG,롯데,5,3
2008-04-05,2008,삼성,우리,5,6
2008-04-06,2008,한화,KIA,4,0
2008-04-06,2008,SK,두산,4,1
2008-04-06,2008,LG,롯데,0,7
2008-04-06,2008,삼성,우리,7,2
2008-04-08,2008,우리,LG,4,9
2008-04-08,2008,KIA,SK,1,2
2008-04-08,2008,삼성,롯데,5,9
2008-04-08,2008,두산,한화,3,4
2008-04-09,2008,우리,LG,7,3
2008-04-09,2008,두산,한화,5,1
2008-04-10,2008,우리,LG,6,1
2008-04-10,2008,KIA,SK,1,4
2008-04-10,2008,삼성,롯데,2,0
2008-04-10,2008,두산,한화,8,6
2008-04-11,2008,롯데,KIA,7,3
2008-04-11,2008,두산,LG,8,3
2008-04-11,2008,우리,SK,4,6
2008-04-11,2008,한화,삼성,6,8
2008-04-12,2008,롯데,KIA,8,4
2008-04-12,2008,두산,LG,5,6
2008-04-12,2008,우리,SK,12,10
2008-04-12,2008,한화,삼성,6,3
2008-04-13,2008,롯데,KIA,4,3
2008-04-13,2008,두산,LG,2,5
2008-04-13,2008,우리,SK,2,3
2008-04-13,2008,한화,삼성,2,4
2008-04-15,2008,LG,KIA,10,9
2008-04-15,2008,롯데,두산,4,10
2008-04-15,2008,SK,삼성,4,1
2008-04-15,2008,한화,우리,5,4
2008-04-16,2008,LG,KIA,0,1
2008-04-16,2008,SK,삼성,7,6
2008-04-16,2008,한화,우리,8,1
2008-04-17,2008,LG,KIA,6,3
2008-04-17,2008,SK,삼성,2,1
2008-04-17,2008,한화,우리,5,4
2008-04-18,2008,삼성,LG,7,2
2008-04-18,2008,두산,SK,3,6
2008-04-18,2008,우리,롯데,2,9
2008-04-18,2008,KIA,한화,1,6
2008-04-19,2008,삼성,LG,1,4
2008-04-19,2008,두산,SK,6,5
2008-04-19,2008,우리,롯데,2,5
2008-04-19,2008,KIA,한화,10,7
2008-04-20,2008,삼성,LG,3,7
2008-04-20,2008,두산,SK,2,11
2008-04-20,2008,우리,롯데,12,4
2008-04-20,2008,KIA,한화,3,7
2008-04-22,2008,삼성,두산,6,7
2008-04-22,2008,KIA,우리,4,3
2008-04-22,2008,LG,한화,3,4
2008-04-23,2008,삼성,두산,0,7
2008-04-23,2008,SK,롯데,5,2
2008-04-23,2008,KIA,우리,0,7
2008-04-23,2008,LG,한화,4,8
2008-04-24,2008,삼성,두산,7,3
2008-04-24,2008,SK,롯데,2,1
2008-04-24,2008,KIA,우리,7,6
2008-04-24,2008,LG,한화,1,13
2008-04-25,2008,SK,KIA,9,7
2008-04-25,2008,한화,두산,3,4
2008-04-25,2008,롯데,삼성,4,3
2008-04-25,2008,LG,우리,4,3
2008-04-26,2008,SK,KIA,4,1
2008-04-26,2008,한화,두산,3,2
2008-04-26,2008,롯데,삼성,3,4
2008-04-26,2008,LG,우리,0,1
2008-04-27,2008,SK,KIA,4,3
2008-04-27,2008,한화,두산,4,3
2008-04-27,2008,롯데,삼성,3,17
2008-04-27,2008,LG,우리,8,7
2008-04-29,2008,두산,KIA,2,6
2008-04-29,2008,롯데,LG,8,0
2008-04-29,2008,한화,SK,4,8
2008-04-29,2008,삼성,우리,6,5
2008-04-30,2008,두산,KIA,7,6
2008-04-30,2008,롯데,LG,3,4
2008-04-30,2008,한화,SK,6,2
2008-04-30,2008,삼성,우리,3,4
2008-05-01,2008,두산,KIA,5,1
2008-05-01,2008,롯데,LG,8,5
2008-05-01,2008,한화,SK,4,6
2008-05-01,2008,삼성,우리,0,2
2008-05-03,2008,LG,두산,4,16
2008-05-03,2008,KIA,롯데,4,2
2008-05-03,2008,SK,우리,2,0
2008-05-03,2008,삼성,한화,13,5
2008-05-04,2008,LG,두산,3,8
2008-05-04,2008,SK,우리,1,6
2008-05-04,2008,삼성,한화,4,2
2008-05-05,2008,LG,두산,2,4
2008-05-05,2008,KIA,롯데,3,6
2008-05-05,2008,SK,우리,1,3
2008-05-05,2008,삼성,한화,1,8
2008-05-06,2008,LG,SK,5,7
2008-05-06,2008,우리,두산,5,11
2008-05-06,2008,KIA,삼성,4,6
2008-05-06,2008,롯데,한화,3,4
2008-05-07,2008,LG,SK,0,7
2008-05-07,2008,우리,두산,4,6
2008-05-07,2008,KIA,삼성,6,1
2008-05-07,2008,롯데,한화,3,6
2008-05-08,2008,LG,SK,4,6
2008-05-08,2008,우리,두산,4,5
2008-05-08,2008,KIA,삼성,3,0
2008-05-08,2008,롯데,한화,3,5
2008-05-09,2008,우리,KIA,1,12
2008-05-09,2008,한화,LG,11,5
2008-05-09,2008,삼성,SK,5,8
2008-05-09,2008,두산,롯데,2,9
2008-05-10,2008,우리,KIA,1,4
2008-05-10,2008,한화,LG,7,6
2008-05-10,2008,삼성,SK,7,4
2008-05-10,2008,두산,롯데,3,5
2008-05-11,2008,우리,KIA,1,3
2008-05-11,2008,한화,LG,1,6
2008-05-11,2008,삼성,SK,7,10
2008-05-11,2008,두산,롯데,4,1
2008-05-13,2008,한화,KIA,1,0
2008-05-13,2008,SK,두산,3,5
2008-05-13,2008,롯데,삼성,4,1
2008-05-13,2008,LG,우리,2,5
2008-05-14,2008,한화,KIA,4,10
2008-05-14,2008,SK,두산,3,8
2008-05-14,2008,롯데,삼성,3,5
2008-05-14,2008,LG,우리,0,4
2008-05-15,2008,한화,KIA,5,6
2008-05-15,2008,SK,두산,1,5
2008-05-15,2008,롯데,삼성,3,4
2008-05-15,2008,LG,우리,6,4
2008-05-16,2008,KIA,LG,6,4
2008-05-16,2008,두산,삼성,3,8
2008-05-16,2008,롯데,우리,6,7
2008-05-16,2008,SK,한화,7,3
2008-05-17,2008,KIA,LG,0,5
2008-05-17,2008,두산,삼성,11,4
2008-05-17,2008,롯데,우리,9,2
2008-05-17,2008,SK,한화,4,5
2008-05-18,2008,KIA,LG,2,11
2008-05-18,2008,롯데,우리,1,2
2008-05-20,2008,삼성,LG,0,1
2008-05-20,2008,우리,SK,9,10
2008-05-20,2008,KIA,롯데,3,2
2008-05-20,2008,두산,한화,2,5
2008-05-21,2008,삼성,LG,5,3
2008-05-21,2008,우리,SK,3,7
2008-05-21,2008,KIA,롯데,5,6
2008-05-21,2008,두산,한화,6,2
2008-05-22,2008,삼성,LG,3,6
2008-05-22,2008,우리,SK,1,6
2008-05-22,2008,KIA,롯데,2,6
2008-05-22,2008,두산,한화,4,3
2008-05-23,2008,LG,KIA,4,2
2008-05-23,2008,SK,롯데,3,9
2008-05-23,2008,한화,삼성,5,12
2008-05-24,2008,LG,KIA,13,15
2008-05-24,2008,SK,롯데,3,7
2008-05-24,2008,한화,삼성,4,11
2008-05-25,2008,LG,KIA,2,13
2008-05-25,2008,우리,두산,5,6
2008-05-25,2008,SK,롯데,5,7
2008-05-25,2008,한화,삼성,5,1
2008-05-27,2008,KIA,SK,5,9
2008-05-27,2008,LG,두산,5,8
2008-05-27,2008,우리,삼성,4,15
2008-05-27,2008,롯데,한화,8,7
2008-05-28,2008,LG,두산,7,5
2008-05-28,2008,우리,삼성,1,4
2008-05-29,2008,KIA,SK,2,7
2008-05-29,2008,LG,두산,3,8
2008-05-29,2008,우리,삼성,2,7
2008-05-29,2008,롯데,한화,1,4
2008-05-30,2008,두산,KIA,3,10
2008-05-30,2008,한화,LG,8,6
2008-05-30,2008,삼성,SK,7,6
2008-05-30,2008,우리,롯데,8,4
2008-05-31,2008,두산,KIA,3,8
2008-05-31,2008,한화,LG,7,11
2008-05-31,2008,삼성,SK,3,0
2008-05-31,2008,우리,롯데,2,11
2008-06-01,2008,두산,KIA,2,6
2008-06-01,2008,한화,LG,2,8
2008-06-01,2008,삼성,SK,0,18
2008-06-01,2008,우리,롯데,3,8
2008-06-03,2008,롯데,두산,2,1
2008-06-03,2008,LG,삼성,7,1
2008-06-03,2008,KIA,한화,1,4
2008-06-04,2008,KIA,한화,6,1
2008-06-05,2008,롯데,두산,2,1
2008-06-05,2008,LG,삼성,3,4
2008-06-05,2008,SK,우리,5,2
2008-06-05,2008,KIA,한화,7,3
2008-06-06,2008,두산,LG,10,2
2008-06-06,2008,롯데,SK,2,5
2008-06-06,2008,KIA,삼성,5,3
2008-06-06,2008,한화,우리,1,0
2008-06-07,2008,두산,LG,4,3
2008-06-07,2008,롯데,SK,0,2
2008-06-07,2008,KIA,삼성,1,4
2008-06-07,2008,한화,우리,6,2
2008-06-08,2008,롯데,SK,1,3
2008-06-08,2008,KIA,삼성,4,0
2008-06-10,2008,우리,KIA,10,2
2008-06-10,2008,SK,LG,4,3
2008-06-10,2008,두산,롯데,5,2
2008-06-10,2008,삼성,한화,1,10
2008-06-11,2008,우리,KIA,0,4
2008-06-11,2008,SK,LG,6,1
2008-06-11,2008,두산,롯데,5,4
2008-06-11,2008,삼성,한화,8,13
2008-06-12,2008,우리,KIA,2,1
2008-06-12,2008,SK,LG,19,5
2008-06-12,2008,두산,롯데,9,4
2008-06-12,2008,삼성,한화,2,9
2008-06-13,2008,SK,KIA,14,6
2008-06-13,2008,삼성,두산,6,3
2008-06-13,2008,롯데,우리,3,2
2008-06-13,2008,LG,한화,8,3
2008-06-14,2008,SK,KIA,2,8
2008-06-14,2008,삼성,두산,3,14
2008-06-14,2008,롯데,우리,8,2
2008-06-14,2008,LG,한화,4,14
2008-06-15,2008,SK,KIA,10,1
2008-06-15,2008,삼성,두산,9,1
2008-06-15,2008,롯데,우리,6,3
2008-06-15,2008,LG,한화,4,7
2008-06-17,2008,KIA,LG,7,1
2008-06-17,2008,두산,SK,0,11
2008-06-17,2008,한화,롯데,4,9
2008-06-17,2008,우리,삼성,9,6
2008-06-19,2008,KIA,LG,8,6
2008-06-19,2008,두산,SK,8,0
2008-06-19,2008,한화,롯데,9,8
2008-06-19,2008,우리,삼성,11,10
2008-06-20,2008,KIA,두산,1,10
2008-06-20,2008,LG,롯데,1,4
2008-06-20,2008,SK,삼성,12,2
2008-06-20,2008,우리,한화,2,13
2008-06-21,2008,KIA,두산,4,7
2008-06-21,2008,LG,롯데,3,9
2008-06-21,2008,SK,삼성,3,1
2008-06-21,2008,우리,한화,2,1
2008-06-22,2008,KIA,두산,4,6
2008-06-22,2008,LG,롯데,0,10
2008-06-22,2008,SK,삼성,9,3
2008-06-22,2008,우리,한화,7,0
2008-06-24,2008,한화,KIA,5,3
2008-06-24,2008,삼성,LG,3,2
2008-06-24,2008,롯데,SK,5,9
2008-06-24,2008,두산,우리,4,5
2008-06-25,2008,한화,KIA,5,4
2008-06-25,2008,삼성,LG,2,1
2008-06-25,2008,롯데,SK,2,3
2008-06-25,2008,두산,우리,12,4
2008-06-26,2008,한화,KIA,1,4
2008-06-26,2008,삼성,LG,1,20
2008-06-26,2008,롯데,SK,1,3
2008-06-26,2008,두산,우리,7,2
2008-06-27,2008,롯데,KIA,2,6
2008-06-27,2008,우리,LG,5,0
