date,season,home_team,away_team,home_runs,away_runs
2014-03-29,2014,삼성,KIA,1,2
2014-03-29,2014,두산,LG,5,4
2014-03-29,2014,SK,넥센,3,8
2014-03-30,2014,삼성,KIA,8,5
2014-03-30,2014,두산,LG,4,14
2014-03-30,2014,SK,넥센,6,4
2014-03-30,2014,롯데,한화,2,4
2014-03-31,2014,롯데,한화,11,2
2014-04-01,2014,KIA,NC,1,0
2014-04-01,2014,LG,SK,8,13
2014-04-01,2014,넥센,두산,9,3
2014-04-01,2014,한화,삼성,5,6
2014-04-02,2014,KIA,NC,7,8
2014-04-02,2014,LG,SK,8,3
2014-04-02,2014,넥센,두산,5,9
2014-04-02,2014,한화,삼성,10,5
2014-04-03,2014,KIA,NC,3,9
2014-04-03,2014,LG,SK,5,9
2014-04-03,2014,넥센,두산,6,4
2014-04-04,2014,두산,KIA,0,6
2014-04-04,2014,NC,넥센,5,1
2014-04-04,2014,롯데,삼성,4,2
2014-04-04,2014,SK,한화,13,4
2014-04-05,2014,두산,KIA,6,9
2014-04-05,2014,NC,넥센,6,9
2014-04-05,2014,롯데,삼성,6,4
2014-04-05,2014,SK,한화,6,2
2014-04-06,2014,두산,KIA,4,1
2014-04-06,2014,NC,넥센,4,3
2014-04-06,2014,롯데,삼성,1,7
2014-04-06,2014,SK,한화,8,1
2014-04-08,2014,넥센,KIA,9,13
2014-04-08,2014,롯데,LG,2,2
2014-04-08,2014,두산,SK,2,1
2014-04-08,2014,NC,한화,2,6
2014-04-09,2014,넥센,KIA,10,7
2014-04-09,2014,롯데,LG,4,7
2014-04-09,2014,두산,SK,4,5
2014-04-09,2014,NC,한화,6,2
2014-04-10,2014,넥센,KIA,5,2
2014-04-10,2014,롯데,LG,4,1
2014-04-10,2014,두산,SK,5,0
2014-04-10,2014,NC,한화,3,4
2014-04-11,2014,LG,NC,11,12
2014-04-11,2014,삼성,SK,2,3
2014-04-11,2014,한화,넥센,6,7
2014-04-11,2014,KIA,롯데,8,20
2014-04-12,2014,LG,NC,1,10
2014-04-12,2014,삼성,SK,7,10
2014-04-12,2014,한화,넥센,2,6
2014-04-12,2014,KIA,롯데,3,0
2014-04-13,2014,LG,NC,4,5
2014-04-13,2014,삼성,SK,10,9
2014-04-13,2014,한화,넥센,2,4
2014-04-13,2014,KIA,롯데,3,6
2014-04-15,2014,롯데,NC,3,5
2014-04-15,2014,LG,넥센,1,3
2014-04-15,2014,삼성,두산,1,4
2014-04-15,2014,KIA,한화,5,4
2014-04-16,2014,롯데,NC,7,8
2014-04-16,2014,LG,넥센,2,5
2014-04-16,2014,삼성,두산,0,5
2014-04-16,2014,KIA,한화,6,8
2014-04-18,2014,SK,KIA,11,0
2014-04-18,2014,한화,LG,2,5
2014-04-18,2014,두산,롯데,7,13
2014-04-18,2014,NC,삼성,3,9
2014-04-19,2014,SK,KIA,6,4
2014-04-19,2014,한화,LG,8,7
2014-04-19,2014,두산,롯데,6,5
2014-04-19,2014,NC,삼성,6,1
2014-04-20,2014,SK,KIA,1,4
2014-04-20,2014,한화,LG,9,8
2014-04-20,2014,두산,롯데,2,3
2014-04-20,2014,NC,삼성,1,5
2014-04-22,2014,삼성,LG,8,1
2014-04-22,2014,SK,NC,6,5
2014-04-22,2014,한화,두산,2,6
2014-04-22,2014,넥센,롯데,10,9
2014-04-23,2014,삼성,LG,7,3
2014-04-23,2014,SK,NC,3,5
2014-04-23,2014,한화,두산,6,9
2014-04-23,2014,넥센,롯데,2,10
2014-04-24,2014,삼성,LG,9,8
2014-04-24,2014,SK,NC,7,13
2014-04-24,2014,한화,두산,9,3
2014-04-24,2014,넥센,롯데,10,3
2014-04-25,2014,LG,KIA,3,2
2014-04-25,2014,롯데,SK,6,7
2014-04-25,2014,NC,두산,5,15
2014-04-25,2014,넥센,삼성,2,14
2014-04-26,2014,LG,KIA,2,5
2014-04-26,2014,롯데,SK,5,4
2014-04-26,2014,NC,두산,2,6
2014-04-26,2014,넥센,삼성,11,1
2014-04-27,2014,LG,KIA,2,1
2014-04-27,2014,롯데,SK,3,1
2014-04-27,2014,NC,두산,6,0
2014-04-27,2014,넥센,삼성,1,2
2014-04-29,2014,NC,LG,3,2
2014-04-29,2014,KIA,SK,5,18
2014-04-29,2014,두산,넥센,2,5
2014-04-30,2014,NC,LG,4,5
2014-04-30,2014,KIA,SK,6,3
2014-04-30,2014,두산,넥센,7,1
2014-04-30,2014,한화,롯데,4,6
2014-05-01,2014,NC,LG,10,5
2014-05-01,2014,KIA,SK,20,2
2014-05-01,2014,두산,넥센,1,2
2014-05-01,2014,한화,롯데,3,0
2014-05-03,2014,삼성,NC,1,6
2014-05-03,2014,KIA,넥센,2,3
2014-05-03,2014,LG,두산,3,8
2014-05-03,2014,SK,롯데,5,6
2014-05-04,2014,삼성,NC,4,3
2014-05-04,2014,KIA,넥센,8,7
2014-05-04,2014,LG,두산,10,0
2014-05-04,2014,SK,롯데,4,16
2014-05-05,2014,삼성,NC,3,2
2014-05-05,2014,KIA,넥센,8,16
2014-05-05,2014,LG,두산,2,7
2014-05-05,2014,SK,롯데,9,5
2014-05-06,2014,넥센,NC,3,6
2014-05-06,2014,롯데,두산,19,10
2014-05-06,2014,SK,삼성,4,8
2014-05-06,2014,LG,한화,5,4
2014-05-07,2014,넥센,NC,5,24
2014-05-07,2014,롯데,두산,10,6
2014-05-07,2014,SK,삼성,4,5
2014-05-07,2014,LG,한화,7,8
2014-05-08,2014,넥센,NC,4,3
2014-05-08,2014,롯데,두산,6,15
2014-05-08,2014,SK,삼성,0,5
2014-05-08,2014,LG,한화,2,6
2014-05-09,2014,한화,KIA,2,3
2014-05-09,2014,넥센,LG,6,5
2014-05-09,2014,NC,롯데,1,3
2014-05-09,2014,두산,삼성,2,12
2014-05-10,2014,한화,KIA,5,11
2014-05-10,2014,넥센,LG,2,4
2014-05-10,2014,NC,롯데,4,2
2014-05-10,2014,두산,삼성,17,2
2014-05-11,2014,한화,KIA,2,5
2014-05-11,2014,넥센,LG,8,1
2014-05-11,2014,NC,롯데,10,1
2014-05-11,2014,두산,삼성,8,1
2014-05-13,2014,NC,KIA,6,5
2014-05-13,2014,SK,두산,6,9
2014-05-13,2014,LG,롯데,5,0
2014-05-13,2014,삼성,한화,7,1
2014-05-14,2014,NC,KIA,9,5
2014-05-14,2014,SK,두산,2,12
2014-05-14,2014,LG,롯데,2,1
2014-05-14,2014,삼성,한화,10,3
2014-05-15,2014,NC,KIA,5,6
2014-05-15,2014,SK,두산,1,10
2014-05-15,2014,LG,롯데,4,9
2014-05-15,2014,삼성,한화,3,3
2014-05-16,2014,두산,NC,8,3
2014-05-16,2014,한화,SK,5,3
2014-05-16,2014,롯데,넥센,4,3
2014-05-16,2014,KIA,삼성,3,4
2014-05-17,2014,두산,NC,3,2
2014-05-17,2014,한화,SK,4,8
2014-05-17,2014,롯데,넥센,2,14
2014-05-17,2014,KIA,삼성,7,14
2014-05-18,2014,두산,NC,4,9
2014-05-18,2014,한화,SK,5,2
2014-05-18,2014,롯데,넥센,11,6
2014-05-18,2014,KIA,삼성,2,8
2014-05-20,2014,KIA,LG,10,7
2014-05-20,2014,NC,SK,8,2
2014-05-20,2014,삼성,롯데,7,2
2014-05-20,2014,넥센,한화,3,1
2014-05-21,2014,KIA,LG,0,4
2014-05-21,2014,NC,SK,2,10
2014-05-21,2014,삼성,롯데,7,5
2014-05-21,2014,넥센,한화,7,9
2014-05-22,2014,KIA,LG,6,12
2014-05-22,2014,NC,SK,2,3
2014-05-22,2014,삼성,롯데,6,5
2014-05-22,2014,넥센,한화,3,16
2014-05-23,2014,롯데,KIA,3,2
2014-05-23,2014,SK,LG,6,10
2014-05-23,2014,삼성,넥센,6,3
2014-05-23,2014,두산,한화,11,5
2014-05-24,2014,롯데,KIA,1,4
2014-05-24,2014,SK,LG,6,4
2014-05-24,2014,삼성,넥센,5,4
2014-05-24,2014,두산,한화,8,12
2014-05-25,2014,롯데,KIA,5,7
2014-05-25,2014,SK,LG,9,6
2014-05-25,2014,삼성,넥센,18,2
2014-05-25,2014,두산,한화,9,6
2014-05-27,2014,한화,NC,9,18
2014-05-27,2014,넥센,SK,10,5
2014-05-27,2014,KIA,두산,8,5
2014-05-27,2014,LG,삼성,5,4
2014-05-28,2014,한화,NC,1,18
2014-05-28,2014,넥센,SK,7,5
2014-05-28,2014,KIA,두산,6,10
2014-05-28,2014,LG,삼성,4,7
2014-05-29,2014,한화,NC,7,15
2014-05-29,2014,넥센,SK,4,9
2014-05-29,2014,KIA,두산,10,15
2014-05-29,2014,LG,삼성,2,4
2014-05-30,2014,넥센,LG,11,5
2014-05-30,2014,KIA,NC,6,8
2014-05-30,2014,한화,SK,1,6
